# chisq H0 ombh2 omch2 tau As ns
2.576513100644943734e+03 6.845090827927920429e+01 2.235261619641523007e-02 1.172505140983393229e-01 8.611265961492801935e-02 2.220737900939492795e-09 9.732176883817843516e-01
2.577125371888779682e+03 6.846573308120480306e+01 2.235110975259379726e-02 1.172886137208900420e-01 8.652111594957725971e-02 2.221654185222181132e-09 9.732300290798169273e-01
2.577125371888779682e+03 6.846573308120480306e+01 2.235110975259379726e-02 1.172886137208900420e-01 8.652111594957725971e-02 2.221654185222181132e-09 9.732300290798169273e-01
2.577125371888779682e+03 6.846573308120480306e+01 2.235110975259379726e-02 1.172886137208900420e-01 8.652111594957725971e-02 2.221654185222181132e-09 9.732300290798169273e-01
2.576596315478347606e+03 6.846739693819016281e+01 2.234915285631705953e-02 1.172630225279084615e-01 8.652182736848637590e-02 2.223305239559741536e-09 9.733582605892467932e-01
2.576567355705607952e+03 6.846738706773788863e+01 2.235254100857018630e-02 1.172359582681801182e-01 8.673661750537180193e-02 2.224877647884794483e-09 9.733026218353001413e-01
2.576574038881989964e+03 6.847540838098666427e+01 2.234891743241543965e-02 1.172079750166272610e-01 8.693190078644735808e-02 2.224679640495106333e-09 9.732895630633210393e-01
2.576825066903943934e+03 6.848542266100950826e+01 2.235349134093686171e-02 1.172516597198321187e-01 8.662873644383890792e-02 2.225147233873789978e-09 9.733237153494859184e-01
2.576925003069575268e+03 6.848437797837902963e+01 2.235196209497712291e-02 1.172474449300535543e-01 8.632251604223457886e-02 2.224123039045133581e-09 9.732938060963644000e-01
2.577032462121030221e+03 6.849398134826019202e+01 2.235386251395809001e-02 1.172648308233981279e-01 8.607777323069092101e-02 2.223221990227779562e-09 9.733331611770046354e-01
2.577573775556793407e+03 6.849882460813768148e+01 2.235362784996204957e-02 1.172758835929567228e-01 8.572266050035215468e-02 2.222800412587712726e-09 9.733714984446045770e-01
2.578482616861164843e+03 6.849450062538564055e+01 2.235187835911562476e-02 1.172937508363647713e-01 8.583961402166731536e-02 2.224622431288142297e-09 9.734401224590788493e-01
2.576962676487617500e+03 6.849781378959821154e+01 2.235287934882466965e-02 1.172638000077038944e-01 8.625479591227214193e-02 2.223646061300490561e-09 9.734501070694634439e-01
2.577289439614969069e+03 6.852011347947497200e+01 2.235431178925569723e-02 1.172844777293857721e-01 8.670289604345091106e-02 2.223722854965360829e-09 9.733927018425349020e-01
2.577742794043880622e+03 6.852528203417399766e+01 2.235444091667010413e-02 1.173030338683331841e-01 8.636288544119416488e-02 2.225615536480411839e-09 9.734255171684728092e-01
2.578126380878941745e+03 6.853107052542598865e+01 2.235285669789405585e-02 1.173082784237348131e-01 8.712837346854777898e-02 2.224497808369760484e-09 9.734241469304520944e-01
2.578590005592766829e+03 6.852589614185349376e+01 2.235239380260577169e-02 1.172589495432016932e-01 8.687419879055897909e-02 2.221841729570431361e-09 9.734427315479430298e-01
2.578081835847756793e+03 6.852865520645055142e+01 2.235122421006895815e-02 1.172660715584347146e-01 8.642945892062564583e-02 2.220852348933261433e-09 9.734087235388998449e-01
2.578907203290289544e+03 6.854519661756610560e+01 2.235283216509741100e-02 1.173062021535252741e-01 8.634162363073852320e-02 2.220308884567028908e-09 9.734074192137001091e-01
2.578241701070651743e+03 6.857602887853647644e+01 2.235137922661385029e-02 1.172856583061465813e-01 8.578631372074470296e-02 2.219995765555010729e-09 9.734799628738669552e-01
2.579729288906642068e+03 6.856242478050928923e+01 2.235276204633538863e-02 1.172979437740456071e-01 8.591476510161998037e-02 2.217850342614961948e-09 9.734091515497673708e-01
2.579729288906642068e+03 6.856242478050928923e+01 2.235276204633538863e-02 1.172979437740456071e-01 8.591476510161998037e-02 2.217850342614961948e-09 9.734091515497673708e-01
2.579729288906642068e+03 6.856242478050928923e+01 2.235276204633538863e-02 1.172979437740456071e-01 8.591476510161998037e-02 2.217850342614961948e-09 9.734091515497673708e-01
2.578597979630129885e+03 6.857461220106198141e+01 2.234825991273349521e-02 1.173150169713818580e-01 8.561481725217516547e-02 2.219174278133617432e-09 9.734308883165048165e-01
2.579277433668155936e+03 6.858003829473827295e+01 2.234906572541339384e-02 1.173149445522036483e-01 8.592899717395398318e-02 2.219538210892642091e-09 9.733822939727784229e-01
2.578921579551127707e+03 6.856983250345751912e+01 2.235163614980636634e-02 1.172794061458517501e-01 8.586754745943316058e-02 2.218703729005063509e-09 9.733933765638055347e-01
2.577460639596191868e+03 6.855311981626735474e+01 2.235432348804083924e-02 1.172494530537582236e-01 8.568841153117526255e-02 2.220050763844010127e-09 9.734037199559470999e-01
2.577796432277744316e+03 6.857052233135331676e+01 2.235204727339563588e-02 1.172501202618857763e-01 8.530534236523973357e-02 2.219693355907253731e-09 9.734443274710364857e-01
2.577955208154425236e+03 6.857274365116511206e+01 2.235032931138304299e-02 1.172608636247667313e-01 8.515028282286368766e-02 2.219293912019836442e-09 9.734442929802263889e-01
2.577958506860760281e+03 6.857200545411724590e+01 2.235470067608028716e-02 1.172689937390660186e-01 8.561261156956269380e-02 2.219354876235716531e-09 9.734249037163299478e-01
2.577958506860760281e+03 6.857200545411724590e+01 2.235470067608028716e-02 1.172689937390660186e-01 8.561261156956269380e-02 2.219354876235716531e-09 9.734249037163299478e-01
2.578539818338753321e+03 6.858045147202749092e+01 2.235741388200458354e-02 1.173335271983166200e-01 8.515567457234293758e-02 2.217791648392642237e-09 9.733016339290891938e-01
2.578776488679241538e+03 6.859994492241825981e+01 2.235998885134475936e-02 1.173416496690416616e-01 8.482539533046978830e-02 2.218700378186733489e-09 9.733215696465452593e-01
2.578549820767897018e+03 6.859367356434125895e+01 2.236202309289845105e-02 1.173317365445942367e-01 8.498776378461649073e-02 2.219388372577393978e-09 9.733624520953876313e-01
2.578569298304226777e+03 6.860227990588140301e+01 2.235918205273007206e-02 1.173126681320734305e-01 8.504938367153309919e-02 2.218480853167861695e-09 9.733612880947544177e-01
2.578037835408651063e+03 6.857639918928221334e+01 2.235770626756251878e-02 1.172974982539032041e-01 8.499230923923109526e-02 2.218076048024947715e-09 9.733020058503838445e-01
2.577935061577826218e+03 6.856721318634477313e+01 2.235752910431048138e-02 1.173086031821521658e-01 8.495024036521645061e-02 2.217599217934726169e-09 9.733433157114613765e-01
2.577935061577826218e+03 6.856721318634477313e+01 2.235752910431048138e-02 1.173086031821521658e-01 8.495024036521645061e-02 2.217599217934726169e-09 9.733433157114613765e-01
2.578031070922431809e+03 6.856846046094948122e+01 2.236238420303027219e-02 1.173379032906438080e-01 8.512595346481086067e-02 2.218646837515024919e-09 9.733137992579895537e-01
2.578423364479276643e+03 6.856883708491021423e+01 2.236227693767094127e-02 1.173900251442245996e-01 8.531174681589133446e-02 2.219771996654773960e-09 9.731934070121938118e-01
2.578710182177881052e+03 6.856977303275056101e+01 2.236425677898732853e-02 1.174292938853275514e-01 8.535348487470864609e-02 2.219873325051522115e-09 9.731911095473458895e-01
2.578219057260467707e+03 6.856022901163088079e+01 2.236510846677249725e-02 1.173984066784045377e-01 8.520471389525909045e-02 2.219868796030430279e-09 9.732271495847503173e-01
2.578219057260467707e+03 6.856022901163088079e+01 2.236510846677249725e-02 1.173984066784045377e-01 8.520471389525909045e-02 2.219868796030430279e-09 9.732271495847503173e-01
2.577926282008020280e+03 6.854552506449438454e+01 2.236935617321437336e-02 1.174148425520855632e-01 8.518483790132001798e-02 2.219525913411061510e-09 9.733256678151074315e-01
2.577823142659126006e+03 6.854297615926280685e+01 2.237167094718730750e-02 1.174139600056095939e-01 8.509662875724874342e-02 2.219082506488296492e-09 9.733604993371898217e-01
2.578410564441413044e+03 6.855517124727975897e+01 2.237118782349238610e-02 1.174575753207053458e-01 8.532328077900215579e-02 2.219544106320160772e-09 9.733261726462185681e-01
2.578104378065207129e+03 6.854717169218395156e+01 2.237217583929038481e-02 1.174367492414642861e-01 8.494204817933777296e-02 2.219305970962848054e-09 9.733387517645915032e-01
2.578104378065207129e+03 6.854717169218395156e+01 2.237217583929038481e-02 1.174367492414642861e-01 8.494204817933777296e-02 2.219305970962848054e-09 9.733387517645915032e-01
2.578335757480960638e+03 6.854943298292673148e+01 2.237266186571069265e-02 1.174294037587698264e-01 8.551931394995718194e-02 2.219240673420425506e-09 9.733459674737899858e-01
2.578295664461971228e+03 6.856504530678340359e+01 2.237007541454514095e-02 1.173956691307957850e-01 8.540138071747271908e-02 2.219351209368163472e-09 9.732812771837691113e-01
2.579324755250193448e+03 6.857802125891106471e+01 2.236919675174781075e-02 1.174248349876626657e-01 8.566913560870270672e-02 2.219557080085798022e-09 9.732434295197049945e-01
2.579567110643633896e+03 6.860808570310480548e+01 2.237115121260940115e-02 1.173979851851429529e-01 8.568032080004361895e-02 2.220180175539297909e-09 9.731728849128110648e-01
2.579393479710111933e+03 6.859725563373794444e+01 2.237154488886775386e-02 1.173885628645985751e-01 8.561791286204396834e-02 2.219466049500633515e-09 9.731556151032806357e-01
2.579569812321992686e+03 6.860557493295149811e+01 2.236782568312655622e-02 1.174131306037755063e-01 8.557945286372231619e-02 2.220228937690359246e-09 9.731459575452857669e-01
2.580025853085336166e+03 6.861848647259340339e+01 2.236755110008615752e-02 1.174479926269937496e-01 8.539182617777039963e-02 2.220002187114077913e-09 9.732284024269277634e-01
2.579827344982067643e+03 6.861641718909082499e+01 2.236797579177932788e-02 1.174567874244730747e-01 8.539670740771133917e-02 2.221763212446130667e-09 9.731688756733735124e-01
2.579929403870994975e+03 6.860858323724177410e+01 2.236921884281448808e-02 1.174783610326688849e-01 8.553452284408968875e-02 2.223467975465641629e-09 9.731928486387277921e-01
2.579929403870994975e+03 6.860858323724177410e+01 2.236921884281448808e-02 1.174783610326688849e-01 8.553452284408968875e-02 2.223467975465641629e-09 9.731928486387277921e-01
2.580729220378480022e+03 6.859140857046074302e+01 2.236977131803340527e-02 1.174526590102360768e-01 8.513936078351590220e-02 2.223855311443427899e-09 9.732792577114387500e-01
2.579701461033961095e+03 6.859220106957950236e+01 2.236994074288096643e-02 1.174512888194459703e-01 8.527015979912230814e-02 2.222920429550009264e-09 9.732733559337577445e-01
2.579255456583039631e+03 6.860067339650883866e+01 2.236842887637733451e-02 1.174423709944702882e-01 8.576508456100430389e-02 2.222099735189452244e-09 9.734014597360775012e-01
2.578935137885221138e+03 6.859903276944089612e+01 2.236863592298468650e-02 1.174142781871412716e-01 8.538921524835445254e-02 2.220615452254022839e-09 9.734770007943391867e-01
2.578676635863769661e+03 6.859324443879806665e+01 2.237124837695044638e-02 1.173974244314932303e-01 8.530554240897413043e-02 2.219855689784099920e-09 9.733871571879855189e-01
2.578676635863769661e+03 6.859324443879806665e+01 2.237124837695044638e-02 1.173974244314932303e-01 8.530554240897413043e-02 2.219855689784099920e-09 9.733871571879855189e-01
2.578676635863769661e+03 6.859324443879806665e+01 2.237124837695044638e-02 1.173974244314932303e-01 8.530554240897413043e-02 2.219855689784099920e-09 9.733871571879855189e-01
2.578676635863769661e+03 6.859324443879806665e+01 2.237124837695044638e-02 1.173974244314932303e-01 8.530554240897413043e-02 2.219855689784099920e-09 9.733871571879855189e-01
2.578677574644795641e+03 6.856323277356416668e+01 2.237197478934790928e-02 1.173827642344110050e-01 8.488338323773574057e-02 2.220427261482384739e-09 9.734140629658276644e-01
2.578677574644795641e+03 6.856323277356416668e+01 2.237197478934790928e-02 1.173827642344110050e-01 8.488338323773574057e-02 2.220427261482384739e-09 9.734140629658276644e-01
2.579956387792610258e+03 6.856462578003578301e+01 2.237105152302573327e-02 1.173716105624120348e-01 8.490807700273482472e-02 2.222175464754985623e-09 9.734556624395582780e-01
2.578290294894194631e+03 6.855541126922227591e+01 2.237121744176422816e-02 1.174178985275677600e-01 8.522848225852698578e-02 2.218181624981355335e-09 9.733906082896960354e-01
2.578128074273272432e+03 6.855455553305064598e+01 2.237366754531727037e-02 1.174246348378920196e-01 8.518455679556642679e-02 2.220360411449559100e-09 9.733798521892061961e-01
2.578523242076975293e+03 6.854465234865071466e+01 2.237690711665297691e-02 1.174328788578213045e-01 8.544868617288679802e-02 2.218091156834806142e-09 9.733806085422861409e-01
2.578305320677565760e+03 6.855926460426093172e+01 2.237786500910119575e-02 1.174594370711642133e-01 8.504660870001498618e-02 2.219713124792025022e-09 9.733436728003779237e-01
2.577812725152113671e+03 6.854432419078894156e+01 2.237950519388332352e-02 1.174264199171990014e-01 8.474977394394127284e-02 2.217380034978651191e-09 9.732346823897194410e-01
2.578074389019458067e+03 6.853430983259015363e+01 2.238015064771783219e-02 1.174896122389180869e-01 8.386729480500978995e-02 2.214825839535374686e-09 9.732267929966117448e-01
2.579340940408164897e+03 6.853482638064568278e+01 2.238178394086759102e-02 1.175187937914393271e-01 8.327224837504003385e-02 2.214860616668000907e-09 9.732143970844449044e-01
2.579088379015373903e+03 6.856736442578991841e+01 2.237456247673475992e-02 1.175217080401051439e-01 8.351198199617164419e-02 2.212247917005534554e-09 9.732255433169386682e-01
2.578865858715074864e+03 6.856024866792206751e+01 2.237456243067262318e-02 1.175124400368711131e-01 8.335288435088065995e-02 2.213130553872129597e-09 9.732675764947522623e-01
2.579152317496323576e+03 6.856120313838846414e+01 2.237420913186585758e-02 1.175077420034936343e-01 8.315041946566560649e-02 2.213168143113415705e-09 9.731895498633946762e-01
2.579152317496323576e+03 6.856120313838846414e+01 2.237420913186585758e-02 1.175077420034936343e-01 8.315041946566560649e-02 2.213168143113415705e-09 9.731895498633946762e-01
2.579152317496323576e+03 6.856120313838846414e+01 2.237420913186585758e-02 1.175077420034936343e-01 8.315041946566560649e-02 2.213168143113415705e-09 9.731895498633946762e-01
2.579474887653953374e+03 6.855600219351813962e+01 2.237477887207725558e-02 1.174758801932511976e-01 8.368261801296458802e-02 2.210331457420526230e-09 9.732250757788484252e-01
2.577792021535483855e+03 6.854095366688459023e+01 2.237450708358912355e-02 1.174138782883518139e-01 8.335280729733682281e-02 2.211143366456758814e-09 9.732291219750736078e-01
2.579167850571488088e+03 6.855978601354307500e+01 2.237308008003574891e-02 1.174148442988949270e-01 8.356546919567960086e-02 2.209566551658760986e-09 9.731560581466068838e-01
2.578444288756999413e+03 6.854398058620398615e+01 2.237453285007027365e-02 1.174314282864866721e-01 8.331816091461886897e-02 2.213445210695633259e-09 9.732222782128667760e-01
2.577715366053342677e+03 6.855296161779247655e+01 2.237818870031477864e-02 1.173736614486517449e-01 8.345016814370030678e-02 2.212036611233663927e-09 9.732879580249740314e-01
2.577610635415854176e+03 6.855252043124190209e+01 2.237454266699189648e-02 1.173485323490909144e-01 8.350181926764979612e-02 2.211899843762431320e-09 9.733261301581633829e-01
2.577648521516214259e+03 6.855110324693100665e+01 2.237090240467170740e-02 1.173332144998241316e-01 8.339632688863907184e-02 2.211735544736169463e-09 9.732172100770489775e-01
2.577685229544960293e+03 6.855642499835543902e+01 2.237135440661318711e-02 1.173287328358380982e-01 8.313107416583752352e-02 2.210430879802235155e-09 9.732073243875233315e-01
2.577840667150267564e+03 6.856414770017534011e+01 2.237349287619563518e-02 1.173210816935403716e-01 8.339870855738365507e-02 2.212241887839791925e-09 9.732205154298148031e-01
2.578363793260642979e+03 6.859072611965881094e+01 2.237469145642386262e-02 1.173550212807767945e-01 8.345458662438157149e-02 2.211554466400013749e-09 9.731807504764236061e-01
2.578363793260642979e+03 6.859072611965881094e+01 2.237469145642386262e-02 1.173550212807767945e-01 8.345458662438157149e-02 2.211554466400013749e-09 9.731807504764236061e-01
2.578682067444789027e+03 6.860370248388474579e+01 2.237797800643308299e-02 1.173579051656040151e-01 8.353589607352580881e-02 2.211659686039467764e-09 9.730729595237960217e-01
2.578546052241177676e+03 6.859559659512382268e+01 2.237920739544902934e-02 1.173499846326549745e-01 8.370976654619534385e-02 2.211783163108705216e-09 9.730944892661520518e-01
2.579343875427727653e+03 6.858569528870229703e+01 2.237824770217583178e-02 1.173298042415544945e-01 8.297163965241161065e-02 2.212949479861026268e-09 9.731675979690856959e-01
2.578887520857977961e+03 6.858980380953897793e+01 2.237676751194924221e-02 1.173244136592363623e-01 8.293048603580160938e-02 2.211996359942131406e-09 9.731814145260107018e-01
2.578887520857977961e+03 6.858980380953897793e+01 2.237676751194924221e-02 1.173244136592363623e-01 8.293048603580160938e-02 2.211996359942131406e-09 9.731814145260107018e-01
2.578352115826039153e+03 6.858587102975435812e+01 2.237600586688738916e-02 1.172913957892006281e-01 8.281369837503334275e-02 2.210636104321992362e-09 9.731723971259211847e-01
2.578352115826039153e+03 6.858587102975435812e+01 2.237600586688738916e-02 1.172913957892006281e-01 8.281369837503334275e-02 2.210636104321992362e-09 9.731723971259211847e-01
2.578352115826039153e+03 6.858587102975435812e+01 2.237600586688738916e-02 1.172913957892006281e-01 8.281369837503334275e-02 2.210636104321992362e-09 9.731723971259211847e-01
2.578085524400514259e+03 6.858771060942737563e+01 2.237731798639523012e-02 1.172913460638397715e-01 8.274875373718698635e-02 2.209633228586386037e-09 9.731371616065344066e-01
2.578204745138450562e+03 6.859257866599767794e+01 2.237684406586889704e-02 1.173138222310484563e-01 8.256044151422002597e-02 2.208476505186904614e-09 9.730512772656868536e-01
2.578628674645097362e+03 6.858357028433559321e+01 2.237771302178263866e-02 1.173707687455608217e-01 8.293865739355650579e-02 2.208442112669181108e-09 9.729034892490784348e-01
2.578123324911327927e+03 6.857084896874347635e+01 2.237696054327859702e-02 1.173631591136130720e-01 8.293806238243740803e-02 2.209470667905694193e-09 9.728909924271007537e-01
2.579551032098015639e+03 6.859526865893406011e+01 2.237682124323309846e-02 1.174215732888802544e-01 8.254617016961146581e-02 2.211004909489265674e-09 9.729403369340035024e-01
2.579551032098015639e+03 6.859526865893406011e+01 2.237682124323309846e-02 1.174215732888802544e-01 8.254617016961146581e-02 2.211004909489265674e-09 9.729403369340035024e-01
2.579179434822098301e+03 6.859828585910889842e+01 2.237849920192084077e-02 1.174321154009690255e-01 8.257021221382772336e-02 2.209843322466412906e-09 9.728594084291900534e-01
2.578744783108690172e+03 6.858217693364640866e+01 2.237885504629345476e-02 1.174250804172000395e-01 8.258485370981265283e-02 2.209282765761611099e-09 9.727912459512632060e-01
2.578898915175920592e+03 6.856960650517606837e+01 2.237627559254129830e-02 1.173882162659598410e-01 8.322038704797493636e-02 2.208838228959876803e-09 9.728604221311657474e-01
2.578898915175920592e+03 6.856960650517606837e+01 2.237627559254129830e-02 1.173882162659598410e-01 8.322038704797493636e-02 2.208838228959876803e-09 9.728604221311657474e-01
2.578898915175920592e+03 6.856960650517606837e+01 2.237627559254129830e-02 1.173882162659598410e-01 8.322038704797493636e-02 2.208838228959876803e-09 9.728604221311657474e-01
2.578898915175920592e+03 6.856960650517606837e+01 2.237627559254129830e-02 1.173882162659598410e-01 8.322038704797493636e-02 2.208838228959876803e-09 9.728604221311657474e-01
2.579476900083441251e+03 6.856869790419692379e+01 2.237611631158691397e-02 1.174123739356587315e-01 8.323383106157998534e-02 2.208364407567222540e-09 9.728486722831283240e-01
2.578595078887642558e+03 6.855376933217586100e+01 2.237396246607209829e-02 1.174546771131359385e-01 8.240504618995396491e-02 2.207086400915711444e-09 9.727463856948982412e-01
2.578542397555075240e+03 6.852983136818198773e+01 2.237534991541233892e-02 1.174390175213897158e-01 8.234132667976928888e-02 2.205185483867923881e-09 9.726848100550997689e-01
2.578632035825124149e+03 6.852655789327319269e+01 2.237360544383713151e-02 1.174550050610560087e-01 8.236977693042223103e-02 2.205304491412549210e-09 9.727129932185512029e-01
2.578081281185817716e+03 6.853455672078933958e+01 2.237564665065212149e-02 1.174357565860222746e-01 8.246747406163298932e-02 2.207745755059002962e-09 9.725711367645342165e-01
2.578267486910245680e+03 6.851884593894172326e+01 2.237675555037855341e-02 1.174397176704642526e-01 8.282324950665508057e-02 2.207592761528395799e-09 9.725443984250480289e-01
2.578267486910245680e+03 6.851884593894172326e+01 2.237675555037855341e-02 1.174397176704642526e-01 8.282324950665508057e-02 2.207592761528395799e-09 9.725443984250480289e-01
2.577691127883779245e+03 6.852701954440512111e+01 2.237590496026865480e-02 1.173813127325423755e-01 8.292357402231967378e-02 2.209149439554754685e-09 9.725591371655613049e-01
2.577316853231042842e+03 6.851898003479384158e+01 2.237543464263279033e-02 1.173241991482603247e-01 8.280393751573503214e-02 2.209072820392406886e-09 9.725800994473233763e-01
2.577316853231042842e+03 6.851898003479384158e+01 2.237543464263279033e-02 1.173241991482603247e-01 8.280393751573503214e-02 2.209072820392406886e-09 9.725800994473233763e-01
2.577338167975055512e+03 6.852696159716332147e+01 2.237508739195110535e-02 1.172980939410386836e-01 8.285793998020363205e-02 2.209183109121712876e-09 9.725493924477003338e-01
2.577338167975055512e+03 6.852696159716332147e+01 2.237508739195110535e-02 1.172980939410386836e-01 8.285793998020363205e-02 2.209183109121712876e-09 9.725493924477003338e-01
2.577498696517501230e+03 6.852882608741906267e+01 2.237268075680105481e-02 1.173169315392165735e-01 8.245388729217670298e-02 2.206634050822370049e-09 9.725565554701539606e-01
2.577735804889601241e+03 6.852566812985051570e+01 2.236939733614501033e-02 1.173073470199419155e-01 8.241349196072324246e-02 2.208597351060743317e-09 9.724969142881727535e-01
2.577684677779820959e+03 6.852385795322464901e+01 2.236925975403934730e-02 1.173118920541632582e-01 8.256064914697561208e-02 2.209009399964610546e-09 9.723483478094311350e-01
2.577681130016814222e+03 6.850194937033674591e+01 2.237378520338159302e-02 1.172678725955097340e-01 8.245168746523004466e-02 2.209112636682893463e-09 9.724179458265117537e-01
2.577681130016814222e+03 6.850194937033674591e+01 2.237378520338159302e-02 1.172678725955097340e-01 8.245168746523004466e-02 2.209112636682893463e-09 9.724179458265117537e-01
2.577681130016814222e+03 6.850194937033674591e+01 2.237378520338159302e-02 1.172678725955097340e-01 8.245168746523004466e-02 2.209112636682893463e-09 9.724179458265117537e-01
2.577295165493903369e+03 6.851045657566622538e+01 2.237710528138142294e-02 1.173042785889072126e-01 8.297923007555534081e-02 2.210436676633812657e-09 9.724803924180058790e-01
2.578761307595533253e+03 6.850330235837024873e+01 2.237977510497628914e-02 1.172859804916184800e-01 8.274381911196325434e-02 2.212008892403731763e-09 9.724664945210029776e-01
2.578498690591432933e+03 6.850999315857939109e+01 2.238072802460898056e-02 1.172453639230540551e-01 8.244325051884078548e-02 2.210202989365451513e-09 9.724533332767540950e-01
2.578756099948621340e+03 6.851793101224068039e+01 2.237831782317226820e-02 1.172378324219721102e-01 8.222095618727334743e-02 2.209441848458460362e-09 9.725130479665278216e-01
2.579276250110021920e+03 6.850314543803486345e+01 2.237851692794222414e-02 1.172491732852430496e-01 8.201017106885333252e-02 2.209094745436224669e-09 9.725155305510089221e-01
2.579529060155141451e+03 6.849698226524807865e+01 2.237705974230043415e-02 1.172376134920173479e-01 8.194024186064781390e-02 2.208968476897477055e-09 9.724718775801325377e-01
2.577763531590707316e+03 6.847288620287706351e+01 2.237921095083428638e-02 1.172080015330264763e-01 8.193666071622225655e-02 2.206737174016733405e-09 9.725106441658704082e-01
2.579154460490613928e+03 6.848834894153887376e+01 2.237798151202980562e-02 1.172476118510623333e-01 8.260265836035897424e-02 2.202405216103977923e-09 9.724446450652001195e-01
2.576787029338026514e+03 6.848256172828293131e+01 2.237593711400403737e-02 1.172677872881785072e-01 8.183933297851407607e-02 2.204131140295171160e-09 9.725782862965949294e-01
2.576981770077273723e+03 6.847882595856249566e+01 2.237851517333696791e-02 1.173085539005280648e-01 8.152710339166462095e-02 2.203770531966476544e-09 9.725529346077245174e-01
2.576981770077273723e+03 6.847882595856249566e+01 2.237851517333696791e-02 1.173085539005280648e-01 8.152710339166462095e-02 2.203770531966476544e-09 9.725529346077245174e-01
2.577071618104673689e+03 6.848388755646291770e+01 2.237839353263227846e-02 1.173591030923480938e-01 8.137667745259592744e-02 2.201678103647403286e-09 9.724769193540946377e-01
2.577071618104673689e+03 6.848388755646291770e+01 2.237839353263227846e-02 1.173591030923480938e-01 8.137667745259592744e-02 2.201678103647403286e-09 9.724769193540946377e-01
2.577071618104673689e+03 6.848388755646291770e+01 2.237839353263227846e-02 1.173591030923480938e-01 8.137667745259592744e-02 2.201678103647403286e-09 9.724769193540946377e-01
2.577092538831579532e+03 6.848865023290366594e+01 2.237979271174339244e-02 1.173470259917070851e-01 8.088560592493036772e-02 2.200926028012275956e-09 9.724808194668018713e-01
2.577054077524908735e+03 6.849197028209758287e+01 2.238121245663692721e-02 1.173368825159642470e-01 8.087775285752488164e-02 2.200330509325249736e-09 9.723991777741143316e-01
2.577644989196012830e+03 6.848854289765479564e+01 2.237933497006687478e-02 1.173722217660825434e-01 8.020145941933448652e-02 2.199504400715559889e-09 9.724355452898125751e-01
2.577933311066512488e+03 6.850764882033473668e+01 2.238379250927465328e-02 1.174098853662816494e-01 7.990935653642179670e-02 2.198589801470624034e-09 9.724648206922449356e-01
2.577618305018736010e+03 6.851155579824937547e+01 2.238128131276764105e-02 1.173771882344557954e-01 7.990701820500106800e-02 2.197724353503703269e-09 9.725369951070365060e-01
2.577618305018736010e+03 6.851155579824937547e+01 2.238128131276764105e-02 1.173771882344557954e-01 7.990701820500106800e-02 2.197724353503703269e-09 9.725369951070365060e-01
2.578564865264878790e+03 6.852317448576633296e+01 2.237909336140873201e-02 1.173787640285983425e-01 7.976403929440901985e-02 2.198690288052620624e-09 9.726641944730936018e-01
2.578564865264878790e+03 6.852317448576633296e+01 2.237909336140873201e-02 1.173787640285983425e-01 7.976403929440901985e-02 2.198690288052620624e-09 9.726641944730936018e-01
2.578646327478815692e+03 6.851112185402287480e+01 2.237846578567510500e-02 1.173733727732577392e-01 7.985268554808029606e-02 2.199291711097610076e-09 9.726336894530298594e-01
2.578646327478815692e+03 6.851112185402287480e+01 2.237846578567510500e-02 1.173733727732577392e-01 7.985268554808029606e-02 2.199291711097610076e-09 9.726336894530298594e-01
2.578162723652370460e+03 6.848719771225151476e+01 2.237584237347374147e-02 1.173861894123420374e-01 7.991519592640322633e-02 2.199095100460806267e-09 9.725389916348183839e-01
2.577582686953272059e+03 6.847672550479391873e+01 2.237672768150597222e-02 1.173797200887623376e-01 7.965591250453415983e-02 2.197074953174828037e-09 9.724296345290146526e-01
2.578172086771081467e+03 6.845047611262199894e+01 2.237626475620473412e-02 1.173802229256512841e-01 8.033821941278497525e-02 2.194153778889539602e-09 9.724413607789292868e-01
2.577238939178982037e+03 6.845251334056395365e+01 2.237916694175887122e-02 1.172943677234253163e-01 7.988252914987205300e-02 2.192810567598198637e-09 9.723851430560833675e-01
2.576613842080496397e+03 6.844268307181010869e+01 2.237865328542860271e-02 1.172728004419864439e-01 7.994124898232365939e-02 2.194608691433546901e-09 9.723747277324983340e-01
2.579359069405511946e+03 6.845659167305953474e+01 2.238034288712966238e-02 1.172598118359717834e-01 8.006314806321884747e-02 2.190784591209109063e-09 9.723492615258443328e-01
2.577768988450218785e+03 6.848123555936166440e+01 2.238128953794828180e-02 1.171985971623918932e-01 7.967886963560842639e-02 2.190815755109994239e-09 9.723317062946743583e-01
2.577748244565288587e+03 6.847073023718408535e+01 2.238254119024271280e-02 1.171870547856784378e-01 7.969344180915376163e-02 2.190621162622035805e-09 9.723174583071597654e-01
2.576859155214174734e+03 6.848577951321517787e+01 2.238174504741922977e-02 1.172174314665267725e-01 7.915454941473198947e-02 2.191675555845552060e-09 9.722164465671371270e-01
2.577961935442337563e+03 6.848850513639544602e+01 2.238588024852087785e-02 1.171831614056522142e-01 7.909714016778743306e-02 2.194514906864096939e-09 9.722515214296197916e-01
2.576718086742450396e+03 6.847325577452204470e+01 2.238632587061189019e-02 1.171794867694354175e-01 7.967886151541343775e-02 2.193035628230782142e-09 9.722863664525990268e-01
2.576718086742450396e+03 6.847325577452204470e+01 2.238632587061189019e-02 1.171794867694354175e-01 7.967886151541343775e-02 2.193035628230782142e-09 9.722863664525990268e-01
